UIK,UIK.NO,VOTERS,BULL.RECEIVED,BULL.ISS.PRELIMINARY,BULL.ISS.PRELIMINARY.TIK,BULL.ISS.UIK.DAYOFVOTE,BULL.ISS.EXTRA,BULL.CANCELLED,BULL.PORTABLE_BOXES,BULL.STATIONARY_BOXES,BULL.INVALID,BULL.VALID,BULL.LOST,BULL.NOT.RECORDED,TIK.NO,BIKBAEV,BIKBAEV.pct,IVANOVA,IVANOVA.pct,PETROV,PETROV.pct,POLTAVCHENKO,POLTAVCHENKO.pct,SUKHENKO,SUKHENKO.pct
"УИК №2223",2223,2331,1600,145,99,341,10,1203,10,486,31,465,0,0,16,21,0.0423,59,0.119,17,0.0343,347,0.6996,21,0.0423
"УИК №2224",2224,1730,1200,149,100,228,6,917,6,373,17,362,0,0,16,6,0.0158,43,0.1135,8,0.0211,291,0.7678,14,0.0369
"УИК №2225",2225,2295,1600,182,108,274,12,1240,12,454,20,446,0,0,16,23,0.0494,69,0.1481,8,0.0172,321,0.6888,25,0.0536
"УИК №2226",2226,703,747,0,0,265,438,44,438,263,30,671,0,0,16,21,0.0299,81,0.1155,19,0.0271,526,0.7504,24,0.0342
"УИК №512",512,2285,1500,383,319,268,8,1160,8,651,19,640,0,0,17,14,0.0212,51,0.0774,5,0.0076,546,0.8285,24,0.0364
"УИК №513",513,2642,1500,1160,783,522,10,591,10,1682,27,1665,0,0,17,41,0.0242,71,0.042,22,0.013,1496,0.8842,35,0.0207
"УИК №514",514,1839,1500,339,257,328,71,1019,71,662,17,716,0,0,17,9,0.0123,43,0.0587,13,0.0177,641,0.8745,10,0.0136
"УИК №515",515,2020,1500,564,262,296,205,697,205,853,14,1044,0,0,17,24,0.0227,70,0.0662,16,0.0151,909,0.8592,25,0.0236
"УИК №516",516,2491,1500,414,361,344,71,1032,71,756,22,805,0,0,17,17,0.0206,71,0.0859,12,0.0145,683,0.8259,22,0.0266
"УИК №517",517,2299,1500,319,282,317,13,1133,13,634,16,631,0,0,17,9,0.0139,59,0.0912,7,0.0108,534,0.8253,22,0.034
"УИК №518",518,2154,2000,397,333,375,9,1552,9,772,18,763,0,0,17,6,0.0077,73,0.0935,15,0.0192,646,0.8271,23,0.0294
"УИК №519",519,2035,1500,340,207,307,41,1019,41,646,26,661,0,0,17,6,0.0087,75,0.1092,11,0.016,556,0.8093,13,0.0189
"УИК №520",520,2413,2000,296,247,418,9,1524,9,709,32,686,0,0,17,12,0.0167,72,0.1003,14,0.0195,568,0.7911,20,0.0279
"УИК №521",521,2546,2000,295,209,427,83,1404,83,722,25,780,0,0,17,11,0.0137,97,0.1205,15,0.0186,632,0.7851,25,0.0311
"УИК №522",522,2065,1500,298,251,353,42,1058,42,651,21,672,0,0,17,8,0.0115,84,0.1212,17,0.0245,542,0.7821,21,0.0303
"УИК №523",523,2073,1500,268,219,420,10,1021,10,685,21,674,0,0,17,10,0.0144,72,0.1036,14,0.0201,558,0.8029,20,0.0288
"УИК №524",524,2070,1500,359,215,659,61,636,61,835,26,870,0,0,17,13,0.0145,58,0.0647,19,0.0212,762,0.8504,18,0.0201
"УИК №525",525,2053,2000,741,241,369,16,1115,16,1110,17,1109,0,0,17,15,0.0133,70,0.0622,13,0.0115,984,0.8739,27,0.024
"УИК №526",526,2102,2000,314,189,582,60,1233,60,707,14,753,0,0,17,10,0.013,92,0.1199,13,0.0169,613,0.7992,25,0.0326
"УИК №527",527,2034,1500,245,220,322,8,1145,8,567,24,551,0,0,17,7,0.0122,56,0.0974,14,0.0243,471,0.8191,3,0.0052
"УИК №528",528,1715,1500,227,175,341,14,1093,14,566,20,560,0,0,17,10,0.0172,75,0.1293,12,0.0207,447,0.7707,16,0.0276
"УИК №529",529,2107,1500,234,189,343,27,1085,27,574,19,582,0,0,17,16,0.0266,78,0.1298,9,0.015,467,0.777,12,0.0199
"УИК №530",530,2218,1500,588,267,787,24,368,24,1368,29,1363,0,0,17,23,0.0165,124,0.0891,15,0.0108,1166,0.8376,35,0.0251
"УИК №531",531,2382,2000,604,211,766,90,751,90,1151,15,1226,0,0,17,9,0.0073,36,0.029,5,0.004,1166,0.9396,10,0.0081
"УИК №532",532,2201,2000,453,312,342,19,1498,19,790,15,794,0,0,17,12,0.0148,66,0.0816,12,0.0148,688,0.8504,16,0.0198
"УИК №533",533,2306,2000,538,299,707,19,1035,19,1245,17,1247,0,0,17,18,0.0142,71,0.0562,10,0.0079,1138,0.9003,10,0.0079
"УИК №534",534,2120,2000,504,256,405,234,1113,234,909,0,1143,0,0,17,15,0.0131,75,0.0656,27,0.0236,1001,0.8758,25,0.0219
"УИК №535",535,2340,2000,577,311,657,17,1060,17,1219,23,1213,0,0,17,8,0.0065,77,0.0623,11,0.0089,1103,0.8924,14,0.0113
"УИК №536",536,2236,2000,560,324,640,6,1118,6,1200,12,1194,0,0,17,9,0.0075,30,0.0249,18,0.0149,1124,0.932,13,0.0108
"УИК №537",537,2431,2000,591,294,790,11,902,11,1379,34,1356,0,0,17,22,0.0158,74,0.0532,13,0.0094,1222,0.8791,25,0.018
"УИК №538",538,2420,2000,416,269,259,6,1588,6,675,20,661,0,0,17,5,0.0073,76,0.1116,6,0.0088,565,0.8297,9,0.0132
"УИК №539",539,1953,1500,470,273,313,9,981,9,779,13,775,0,0,17,8,0.0102,64,0.0812,16,0.0203,667,0.8464,20,0.0254
"УИК №540",540,2294,2000,475,256,585,28,1168,28,1059,31,1056,0,0,17,15,0.0138,67,0.0616,36,0.0331,905,0.8326,33,0.0304
"УИК №541",541,2405,2000,548,268,705,14,1001,14,1253,22,1245,0,0,17,8,0.0063,78,0.0616,23,0.0182,1110,0.8761,26,0.0205
"УИК №542",542,2479,2000,352,285,422,15,1496,15,774,24,765,0,0,17,10,0.0127,72,0.0913,14,0.0177,640,0.8112,29,0.0368
"УИК №543",543,2512,2000,298,245,466,22,1459,22,755,20,757,0,0,17,18,0.0232,95,0.1223,17,0.0219,608,0.7825,19,0.0245
"УИК №544",544,2230,2000,518,277,636,17,1106,17,1183,29,1171,0,0,17,15,0.0125,97,0.0808,14,0.0117,1021,0.8508,24,0.02
"УИК №545",545,2413,2000,458,271,500,100,1213,100,956,23,1033,0,0,17,14,0.0133,93,0.0881,16,0.0152,885,0.8381,25,0.0237
"УИК №546",546,1407,1500,246,198,268,17,1167,17,510,14,513,0,0,17,5,0.0095,47,0.0892,8,0.0152,426,0.8083,27,0.0512
"УИК №547",547,1359,1500,391,204,305,6,1002,6,696,4,698,0,0,17,15,0.0214,45,0.0641,15,0.0214,611,0.8704,12,0.0171
"УИК №548",548,1524,1500,498,228,424,46,760,46,921,21,946,0,0,17,29,0.0299,118,0.122,44,0.0455,700,0.7239,55,0.0569
"УИК №549",549,1825,1500,444,243,435,4,860,4,899,14,889,0,0,17,18,0.0199,66,0.0731,12,0.0133,782,0.866,11,0.0122
"УИК №550",550,1924,1500,460,258,658,17,623,17,1113,19,1111,0,0,17,24,0.0212,66,0.0584,19,0.0168,980,0.8673,22,0.0195
"УИК №551",551,1870,1500,435,249,590,7,717,7,1024,16,1015,0,0,17,14,0.0136,48,0.0466,10,0.0097,924,0.8962,19,0.0184
"УИК №552",552,1741,1500,472,331,414,13,932,13,881,18,876,0,0,17,13,0.0145,41,0.0459,11,0.0123,785,0.8781,26,0.0291
"УИК №553",553,1706,1500,378,231,540,12,801,12,915,12,915,0,0,17,12,0.0129,71,0.0766,9,0.0097,801,0.8641,22,0.0237
"УИК №554",554,1750,1500,493,187,568,7,619,7,1061,40,1028,0,0,17,11,0.0103,52,0.0487,7,0.0066,940,0.8801,18,0.0169
"УИК №555",555,2095,2000,498,242,1376,19,349,19,1376,39,1356,0,0,17,12,0.0086,71,0.0509,19,0.0136,1048,0.7513,206,0.1477
"УИК №556",556,2220,2000,479,264,1388,15,382,15,1322,36,1301,0,0,17,17,0.0127,82,0.0613,15,0.0112,1154,0.8631,33,0.0247
"УИК №557",557,2045,1500,439,277,362,15,961,14,821,22,813,0,0,17,14,0.0168,79,0.0946,12,0.0144,685,0.8204,23,0.0275
"УИК №558",558,2053,1500,474,223,1074,6,169,6,1100,23,1083,0,0,17,17,0.0154,77,0.0696,9,0.0081,965,0.8725,15,0.0136
"УИК №559",559,2352,2000,550,371,1197,14,610,14,958,34,938,0,0,17,13,0.0134,89,0.0916,9,0.0093,812,0.8354,15,0.0154
"УИК №560",560,1820,1500,386,213,597,10,720,0,993,0,993,0,0,17,49,0.0493,70,0.0705,58,0.0584,651,0.6556,165,0.1662
"УИК №561",561,2302,2000,589,349,753,14,993,14,979,36,957,0,0,17,19,0.0191,84,0.0846,10,0.0101,829,0.8348,15,0.0151
"УИК №562",562,2250,2000,431,256,794,6,1025,6,1245,78,1173,0,0,17,28,0.0224,107,0.0855,27,0.0216,979,0.7826,32,0.0256
"УИК №563",563,2312,2000,553,266,670,5,1038,5,1213,30,1188,0,0,17,20,0.0164,111,0.0911,13,0.0107,1016,0.8342,28,0.023
"УИК №564",564,1710,1500,431,253,599,10,713,10,1024,26,1008,0,0,17,10,0.0097,48,0.0464,6,0.0058,925,0.8946,19,0.0184
"УИК №565",565,2270,2000,564,364,1141,1,658,1,1431,44,1388,0,0,17,25,0.0175,96,0.067,32,0.0223,1210,0.845,25,0.0175
"УИК №566",566,2407,2000,427,293,1213,10,643,10,1233,44,1199,0,0,17,30,0.0241,85,0.0684,18,0.0145,1038,0.8351,28,0.0225
"УИК №567",567,1970,1500,269,195,428,38,960,38,698,53,683,0,0,17,22,0.0299,52,0.0707,18,0.0245,555,0.7541,36,0.0489
"УИК №568",568,2115,2000,542,217,459,58,1158,58,1001,26,1033,0,0,17,16,0.0151,51,0.0482,8,0.0076,954,0.9008,4,0.0038
"УИК №569",569,1950,1500,505,266,471,24,766,24,976,38,962,0,0,17,21,0.021,74,0.074,15,0.015,831,0.831,21,0.021
"УИК №570",570,1312,1500,0,0,1312,0,188,90,1222,20,1292,0,0,17,37,0.0282,136,0.1037,22,0.0168,1033,0.7873,64,0.0488
"УИК №571",571,154,200,0,0,143,11,46,11,143,11,143,0,0,17,6,0.039,25,0.1623,4,0.026,87,0.5649,21,0.1364
"УИК №572",572,357,500,0,0,285,72,143,72,285,77,280,0,0,17,3,0.0084,11,0.0308,9,0.0252,244,0.6835,13,0.0364
"УИК №1612",1612,1531,1100,320,144,697,14,213,14,1029,36,1007,0,0,18,14,0.0134,29,0.0278,5,0.0048,950,0.9108,9,0.0086
"УИК №1613",1613,1308,1000,244,120,460,103,313,103,604,22,685,0,0,18,10,0.0141,30,0.0424,6,0.0085,632,0.8939,7,0.0099
"УИК №1614",1614,1857,1300,349,157,294,12,802,12,643,34,621,0,0,18,24,0.0366,44,0.0672,7,0.0107,534,0.8153,12,0.0183
"УИК №1615",1615,1786,1200,345,155,529,8,473,8,873,58,823,0,0,18,11,0.0125,34,0.0386,18,0.0204,745,0.8456,15,0.017
"УИК №1616",1616,1916,1300,382,172,556,58,476,58,938,31,965,0,0,18,19,0.0191,45,0.0452,14,0.0141,868,0.8715,19,0.0191
"УИК №1617",1617,1554,1100,296,129,377,45,511,45,665,44,666,0,0,18,7,0.0099,28,0.0394,8,0.0113,614,0.8648,9,0.0127
"УИК №1618",1618,1393,1000,261,122,429,26,406,26,690,21,695,0,0,18,6,0.0084,35,0.0489,5,0.007,636,0.8883,13,0.0182
"УИК №1619",1619,1791,1300,386,162,457,55,564,55,843,32,866,0,0,18,14,0.0156,52,0.0579,15,0.0167,766,0.853,19,0.0212
"УИК №1620",1620,2128,1500,566,77,662,23,326,23,1202,21,1204,0,0,18,35,0.0286,83,0.0678,18,0.0147,1030,0.8408,38,0.031
"УИК №1621",1621,1950,1400,439,54,630,13,372,13,1069,42,1040,0,0,18,17,0.0157,63,0.0582,8,0.0074,937,0.866,15,0.0139
"УИК №1622",1622,2363,1700,796,75,691,238,50,238,1487,36,1689,0,0,18,30,0.0174,105,0.0609,40,0.0232,1496,0.8672,18,0.0104
"УИК №1623",1623,1281,1000,327,16,386,138,165,138,697,22,813,0,0,18,17,0.0204,34,0.0407,14,0.0168,729,0.8731,19,0.0228
"УИК №1624",1624,1975,1400,406,39,545,74,414,74,951,39,986,0,0,18,23,0.0224,64,0.0624,20,0.0195,848,0.8273,31,0.0302
"УИК №1625",1625,1963,1400,412,40,503,8,517,8,883,31,860,0,0,18,28,0.0314,88,0.0988,17,0.0191,687,0.771,40,0.0449
"УИК №1626",1626,1036,700,356,97,196,105,140,105,552,19,638,0,0,18,17,0.0259,32,0.0487,14,0.0213,561,0.8539,14,0.0213
"УИК №1627",1627,1687,1200,202,150,311,6,831,6,512,24,494,0,0,18,14,0.027,38,0.0734,6,0.0116,421,0.8127,15,0.029
"УИК №1628",1628,2087,1500,255,182,400,26,1001,26,655,51,630,0,0,18,17,0.025,60,0.0881,8,0.0117,534,0.7841,11,0.0162
"УИК №1629",1629,1230,1000,268,105,212,9,616,9,476,15,470,0,0,18,5,0.0103,41,0.0845,6,0.0124,406,0.8371,12,0.0247
"УИК №1630",1630,1396,1000,306,133,462,32,333,32,764,24,772,0,0,18,6,0.0075,35,0.044,5,0.0063,719,0.9033,7,0.0088
"УИК №1631",1631,2065,1400,353,180,985,2,240,2,1338,18,1322,0,0,18,39,0.0291,77,0.0575,27,0.0201,1146,0.8552,33,0.0246
"УИК №1632",1632,1643,1100,214,138,336,1,687,1,549,35,515,0,0,18,12,0.0218,30,0.0545,23,0.0418,437,0.7945,13,0.0236
"УИК №1633",1633,1741,1200,288,145,925,2,130,2,1211,126,1087,0,0,18,34,0.028,118,0.0973,13,0.0107,888,0.7321,34,0.028
"УИК №1634",1634,950,700,191,98,462,4,141,4,638,13,629,0,0,18,2,0.0031,22,0.0343,6,0.0093,591,0.9206,8,0.0125
"УИК №1635",1635,1297,1000,190,118,509,0,419,0,680,22,658,0,0,18,13,0.0191,51,0.075,23,0.0338,551,0.8103,20,0.0294
"УИК №1636",1636,1837,1300,290,163,912,8,253,8,1043,30,1021,0,0,18,36,0.0343,67,0.0637,33,0.0314,826,0.7859,59,0.0561
"УИК №1637",1637,1831,1300,267,160,919,20,254,20,1172,55,1137,0,0,18,20,0.0168,46,0.0386,11,0.0092,1047,0.8784,13,0.0109
"УИК №1638",1638,1086,800,160,99,605,7,127,7,666,27,646,0,0,18,30,0.0446,78,0.1159,13,0.0193,483,0.7177,42,0.0624
"УИК №1639",1639,985,700,142,93,484,5,162,5,626,16,615,0,0,18,21,0.0333,50,0.0792,30,0.0475,485,0.7686,29,0.046
"УИК №1640",1640,1451,1000,168,133,576,5,384,5,737,24,718,0,0,18,17,0.0229,39,0.0526,15,0.0202,629,0.8477,18,0.0243
"УИК №1641",1641,1986,1400,267,167,963,2,335,2,1221,50,1173,0,0,18,13,0.0106,39,0.0319,4,0.0033,1103,0.9019,14,0.0114
"УИК №1642",1642,1042,700,155,95,492,3,145,3,647,16,634,0,0,18,6,0.0092,9,0.0138,6,0.0092,604,0.9292,9,0.0138
"УИК №1643",1643,2291,1600,277,197,935,36,549,36,1212,37,1211,0,0,18,68,0.0545,94,0.0753,48,0.0385,943,0.7556,58,0.0465
"УИК №1644",1644,1770,1200,248,155,1005,64,38,64,1253,24,1293,0,0,18,10,0.0076,36,0.0273,5,0.0038,1217,0.9241,25,0.019
"УИК №1645",1645,1458,1000,215,132,172,32,713,32,382,29,385,0,0,18,11,0.0266,25,0.0604,8,0.0193,332,0.8019,9,0.0217
"УИК №1646",1646,1966,1400,305,172,246,23,998,23,546,12,557,0,0,18,9,0.0158,41,0.0721,16,0.0281,480,0.8436,11,0.0193
"УИК №1647",1647,2757,2000,261,235,1920,28,26,28,2181,25,2184,0,0,18,25,0.0113,175,0.0792,9,0.0041,1939,0.8778,36,0.0163
"УИК №1648",1648,1243,1000,134,114,582,54,344,54,736,27,763,0,0,18,10,0.0127,19,0.0241,11,0.0139,715,0.9051,8,0.0101
"УИК №1649",1649,1390,1000,183,125,499,18,425,18,682,16,684,0,0,18,14,0.02,21,0.03,5,0.0071,639,0.9129,5,0.0071
"УИК №1650",1650,1521,1000,195,126,701,3,227,3,773,17,759,0,0,18,10,0.0129,15,0.0193,6,0.0077,718,0.9253,10,0.0129
"УИК №1651",1651,1611,1100,255,143,587,22,379,22,842,2,862,0,0,18,5,0.0058,39,0.0451,28,0.0324,773,0.8947,17,0.0197
"УИК №1652",1652,1230,900,183,111,517,27,284,27,697,0,724,0,0,18,8,0.011,30,0.0414,5,0.0069,669,0.924,12,0.0166
"УИК №1653",1653,1368,700,156,93,304,228,105,228,446,14,660,0,0,18,3,0.0045,31,0.046,8,0.0119,610,0.905,8,0.0119
"УИК №1654",1654,2210,1600,395,181,799,31,556,31,1197,3,1225,0,0,18,17,0.0138,42,0.0342,7,0.0057,1134,0.9235,25,0.0204
"УИК №1655",1655,1385,1200,385,115,885,5,40,5,1270,17,1258,0,0,18,22,0.0173,61,0.0478,25,0.0196,1124,0.8816,26,0.0204
"УИК №1656",1656,2192,1600,412,189,778,8,591,8,1182,9,1181,0,0,18,8,0.0067,16,0.0134,3,0.0025,1146,0.963,8,0.0067
"УИК №1657",1657,2024,1400,304,163,520,5,734,5,1132,30,1107,0,0,18,25,0.022,53,0.0466,12,0.0106,1000,0.8795,17,0.015
"УИК №1658",1658,1865,1300,250,155,842,1,362,1,937,0,938,0,0,18,8,0.0085,36,0.0384,9,0.0096,862,0.919,23,0.0245
"УИК №1659",1659,1509,1000,220,120,447,289,164,289,666,37,918,0,0,18,13,0.0136,30,0.0314,20,0.0209,828,0.867,27,0.0283
"УИК №1660",1660,1761,1200,222,126,605,47,452,47,735,25,757,0,0,18,11,0.0141,35,0.0448,7,0.009,696,0.89,8,0.0102
"УИК №1661",1661,1761,1200,235,146,487,56,568,56,705,28,733,0,0,18,14,0.0184,66,0.0867,13,0.0171,626,0.8226,14,0.0184
"УИК №1662",1662,2166,1500,327,180,1049,24,280,24,1196,0,1220,0,0,18,5,0.0041,75,0.0615,18,0.0148,1095,0.8975,27,0.0221
"УИК №1663",1663,949,700,131,89,141,1,516,1,270,12,259,0,0,18,8,0.0295,14,0.0517,2,0.0074,231,0.8524,4,0.0148
"УИК №1664",1664,2000,1400,267,176,699,92,518,92,964,30,1026,0,0,18,9,0.0085,38,0.036,6,0.0057,961,0.91,12,0.0114
"УИК №1665",1665,522,1000,0,0,180,342,478,342,180,12,510,0,0,18,10,0.0192,56,0.1073,14,0.0268,421,0.8065,9,0.0172
"УИК №1667",1667,309,500,0,0,298,0,202,0,298,2,296,0,0,18,8,0.0268,10,0.0336,0,0,278,0.9329,0,0
"УИК №1279",1279,1832,1200,273,84,254,40,717,40,526,9,557,0,0,19,10,0.0177,27,0.0477,5,0.0088,505,0.8922,10,0.0177
"УИК №1280",1280,1931,1300,204,96,187,8,997,8,390,15,383,0,0,19,12,0.0302,35,0.0879,2,0.005,324,0.8141,10,0.0251
"УИК №1281",1281,1791,1200,217,96,200,18,861,18,417,17,418,0,0,19,14,0.0322,33,0.0759,7,0.0161,350,0.8046,14,0.0322
"УИК №1282",1282,1699,1100,82,57,409,35,631,35,477,23,489,0,0,19,15,0.0293,49,0.0957,15,0.0293,390,0.7617,20,0.0391
"УИК №1283",1283,1322,900,169,58,178,11,600,11,347,24,334,0,0,19,4,0.0112,32,0.0894,6,0.0168,285,0.7961,7,0.0196
"УИК №1284",1284,2270,1400,296,85,516,245,428,245,809,27,1027,0,0,19,10,0.0095,70,0.0664,13,0.0123,897,0.851,37,0.0351
"УИК №1285",1285,1628,1100,103,56,360,1,692,1,416,15,402,0,0,19,5,0.012,31,0.0743,9,0.0216,342,0.8201,15,0.036
"УИК №1286",1286,1349,900,132,67,467,6,362,6,599,11,594,0,0,19,8,0.0132,35,0.0579,4,0.0066,536,0.886,11,0.0182
"УИК №1287",1287,1208,800,114,50,223,8,505,8,336,21,323,0,0,19,10,0.0291,29,0.0843,3,0.0087,273,0.7936,8,0.0233
"УИК №1288",1288,1058,700,94,50,166,11,479,11,259,16,254,0,0,19,7,0.0259,31,0.1148,7,0.0259,202,0.7481,7,0.0259
"УИК №1289",1289,1311,900,86,45,188,7,664,7,274,24,257,0,0,19,4,0.0142,33,0.1174,4,0.0142,206,0.7331,10,0.0356
"УИК №1290",1290,2275,1600,199,110,250,8,1253,8,448,23,433,0,0,19,13,0.0285,43,0.0943,17,0.0373,342,0.75,18,0.0395
"УИК №1291",1291,1231,800,183,48,194,5,466,5,377,16,366,0,0,19,5,0.0131,25,0.0654,6,0.0157,312,0.8168,18,0.0471
"УИК №1292",1292,1498,1000,170,57,695,16,176,16,865,15,866,0,0,19,46,0.0522,15,0.017,19,0.0216,771,0.8751,15,0.017
"УИК №1293",1293,1230,800,202,60,503,10,145,10,705,33,682,0,0,19,13,0.0182,57,0.0797,22,0.0308,576,0.8056,14,0.0196
"УИК №1294",1294,2225,1500,207,103,329,6,1061,6,534,32,508,0,0,19,7,0.013,39,0.0722,7,0.013,433,0.8019,22,0.0407
"УИК №1295",1295,1344,900,157,43,430,13,343,13,587,28,572,0,0,19,4,0.0067,31,0.0517,11,0.0183,514,0.8567,12,0.02
"УИК №1296",1296,1610,1100,133,56,407,10,606,10,540,0,550,0,0,19,7,0.0127,31,0.0564,16,0.0291,491,0.8927,5,0.0091
"УИК №1297",1297,1603,1100,158,51,357,7,629,7,515,37,485,0,0,19,10,0.0192,54,0.1034,20,0.0383,382,0.7318,19,0.0364
"УИК №1298",1298,2350,1600,185,71,608,4,874,4,608,23,589,0,0,19,12,0.0196,77,0.1258,4,0.0065,477,0.7794,19,0.031
"УИК №1299",1299,1457,1000,125,49,316,7,601,7,441,24,424,0,0,19,14,0.0313,33,0.0737,10,0.0223,356,0.7946,11,0.0246
"УИК №1300",1300,2384,1600,285,81,597,18,781,18,882,57,843,0,0,19,24,0.0267,95,0.1056,24,0.0267,669,0.7433,31,0.0344
"УИК №1301",1301,2333,1600,358,88,568,19,743,19,962,59,922,0,0,19,28,0.0285,101,0.103,21,0.0214,749,0.7635,23,0.0234
"УИК №1302",1302,2688,1900,291,84,873,10,810,10,863,47,826,0,0,19,16,0.0183,100,0.1145,35,0.0401,657,0.7526,18,0.0206
"УИК №1303",1303,1966,1300,251,71,563,21,536,21,814,54,781,0,0,19,33,0.0395,76,0.091,38,0.0455,612,0.7329,22,0.0263
"УИК №1304",1304,1314,900,59,48,511,9,369,9,570,25,554,0,0,19,12,0.0207,44,0.076,7,0.0121,477,0.8238,14,0.0242
"УИК №1305",1305,1419,1000,217,31,395,15,404,15,612,50,577,0,0,19,15,0.0239,55,0.0877,15,0.0239,464,0.74,28,0.0447
"УИК №1306",1306,1620,1100,40,25,718,13,354,13,770,45,738,0,0,19,20,0.0255,76,0.0971,21,0.0268,597,0.7625,24,0.0307
"УИК №1307",1307,2572,1800,512,137,621,17,787,17,1130,77,1070,0,0,19,27,0.0235,91,0.0793,23,0.0201,907,0.7908,22,0.0192
"УИК №1308",1308,2283,1600,481,130,486,8,755,8,967,45,930,0,0,19,31,0.0318,86,0.0882,19,0.0195,764,0.7836,30,0.0308
"УИК №1309",1309,2454,1700,581,127,527,17,702,17,981,25,973,0,0,19,20,0.02,83,0.0832,25,0.0251,781,0.7826,64,0.0641
"УИК №1310",1310,1340,900,209,67,229,2,527,2,438,10,430,0,0,19,10,0.0227,32,0.0727,8,0.0182,375,0.8523,5,0.0114
"УИК №1311",1311,1446,1000,229,62,348,7,478,7,556,27,536,0,0,19,20,0.0355,55,0.0977,17,0.0302,429,0.762,15,0.0266
"УИК №1312",1312,1537,1000,187,85,310,3,585,3,496,53,446,0,0,19,17,0.0341,66,0.1323,16,0.0321,331,0.6633,16,0.0321
"УИК №1313",1313,2040,1400,415,98,298,11,774,11,706,22,695,0,0,19,24,0.0335,87,0.1213,13,0.0181,547,0.7629,24,0.0335
"УИК №1314",1314,1564,1000,397,168,301,2,468,2,663,17,648,0,0,19,19,0.0286,42,0.0632,15,0.0226,552,0.8301,20,0.0301
"УИК №1315",1315,1357,900,321,129,215,9,484,9,407,11,405,0,0,19,14,0.0337,63,0.1514,12,0.0288,308,0.7404,8,0.0192
"УИК №1316",1316,2613,1800,488,138,549,15,886,14,1038,38,1014,0,0,19,19,0.0181,96,0.0913,24,0.0228,856,0.8137,19,0.0181
"УИК №1317",1317,1601,1100,309,98,388,17,484,17,679,28,668,0,0,19,31,0.0445,100,0.1437,34,0.0489,482,0.6925,21,0.0302
"УИК №1318",1318,1217,800,233,60,273,4,350,4,509,22,491,0,0,19,16,0.0312,50,0.0975,15,0.0292,392,0.7641,18,0.0351
"УИК №1319",1319,2445,1700,493,168,496,9,870,9,998,23,984,0,0,19,31,0.0308,117,0.1162,28,0.0278,766,0.7607,42,0.0417
"УИК №1320",1320,1786,1200,347,89,289,8,645,8,639,28,619,0,0,19,10,0.0155,63,0.0974,18,0.0278,503,0.7774,25,0.0386
"УИК №1321",1321,1783,1200,324,87,394,14,555,14,718,32,700,0,0,19,18,0.0246,71,0.097,19,0.026,573,0.7828,19,0.026
"УИК №1322",1322,2291,1600,467,126,556,10,693,10,897,29,878,0,0,19,15,0.0165,82,0.0904,32,0.0353,729,0.8037,20,0.0221
"УИК №1323",1323,1548,1000,292,61,285,7,477,7,570,24,553,0,0,19,13,0.0225,62,0.1075,18,0.0312,450,0.7799,10,0.0173
"УИК №1324",1324,2200,1500,436,123,269,2,916,2,679,24,657,0,0,19,12,0.0176,57,0.0837,12,0.0176,552,0.8106,24,0.0352
"УИК №1325",1325,1825,1200,224,101,201,12,864,12,423,19,416,0,0,19,11,0.0253,35,0.0805,3,0.0069,354,0.8138,13,0.0299
"УИК №1326",1326,1553,1000,147,75,228,4,696,4,375,15,364,0,0,19,12,0.0317,41,0.1082,7,0.0185,291,0.7678,13,0.0343
"УИК №1327",1327,1648,1100,171,79,237,3,768,3,402,25,380,0,0,19,4,0.0099,42,0.1037,7,0.0173,317,0.7827,10,0.0247
"УИК №1328",1328,1554,1000,274,74,191,5,604,5,465,19,451,0,0,19,10,0.0213,32,0.0681,5,0.0106,390,0.8298,14,0.0298
"УИК №1329",1329,2242,1500,157,124,968,12,487,12,956,29,939,0,0,19,8,0.0083,41,0.0424,10,0.0103,870,0.8988,10,0.0103
"УИК №1330",1330,1840,1200,180,95,529,8,578,8,709,15,702,0,0,19,8,0.0112,49,0.0683,9,0.0126,621,0.8661,15,0.0209
"УИК №1331",1331,1112,800,145,62,293,10,414,10,436,15,431,0,0,19,7,0.0157,28,0.0628,10,0.0224,379,0.8498,7,0.0157
"УИК №1332",1332,1815,1200,207,86,616,3,460,3,823,30,796,0,0,19,20,0.0242,57,0.069,22,0.0266,680,0.8232,17,0.0206
"УИК №1333",1333,1012,700,159,46,347,1,239,1,507,12,496,0,0,19,4,0.0079,26,0.0512,6,0.0118,456,0.8976,4,0.0079
"УИК №1334",1334,1222,800,182,58,436,3,237,3,618,11,610,0,0,19,5,0.0081,28,0.0451,5,0.0081,565,0.9098,7,0.0113
"УИК №1335",1335,1735,1200,159,88,544,17,568,17,632,9,640,0,0,19,9,0.0139,50,0.077,11,0.0169,559,0.8613,11,0.0169
"УИК №1336",1336,2650,1800,297,129,687,20,925,20,984,38,966,0,0,19,30,0.0299,71,0.0707,11,0.011,834,0.8307,20,0.0199
"УИК №1337",1337,2791,2000,266,128,762,7,1093,7,1028,34,1001,0,0,19,21,0.0203,86,0.0831,17,0.0164,857,0.828,20,0.0193
"УИК №1338",1338,2139,1500,225,97,781,14,577,14,1006,45,975,0,0,19,17,0.0167,77,0.0755,12,0.0118,854,0.8373,15,0.0147
"УИК №1339",1339,1961,1300,216,95,503,3,673,3,714,20,697,0,0,19,9,0.0126,37,0.0516,8,0.0112,627,0.8745,16,0.0223
