UIK,UIK.NO,VOTERS,BULL.RECEIVED,BULL.ISS.PRELIMINARY,BULL.ISS.PRELIMINARY.TIK,BULL.ISS.UIK.DAYOFVOTE,BULL.ISS.EXTRA,BULL.CANCELLED,BULL.PORTABLE_BOXES,BULL.STATIONARY_BOXES,BULL.INVALID,BULL.VALID,BULL.LOST,BULL.NOT.RECORDED,TIK.NO,BIKBAEV,BIKBAEV.pct,IVANOVA,IVANOVA.pct,PETROV,PETROV.pct,POLTAVCHENKO,POLTAVCHENKO.pct,SUKHENKO,SUKHENKO.pct
"УИК №1155",1155,2083,1500,101,37,318,6,1112,6,419,11,414,0,0,26,11,0.0259,49,0.1153,11,0.0259,320,0.7529,23,0.0541
"УИК №1156",1156,1959,1500,88,25,354,7,1076,7,410,17,400,0,0,26,9,0.0216,78,0.1871,8,0.0192,286,0.6859,19,0.0456
"УИК №1157",1157,1864,1500,97,24,265,13,1149,13,362,15,360,0,0,26,8,0.0213,63,0.168,8,0.0213,265,0.7067,16,0.0427
"УИК №1158",1158,2260,1600,138,25,393,4,1090,4,531,14,521,0,0,26,14,0.0262,64,0.1196,8,0.015,408,0.7626,27,0.0505
"УИК №1159",1159,2211,1550,131,27,341,13,1092,13,471,22,462,0,0,26,12,0.0248,55,0.1136,16,0.0331,368,0.7603,11,0.0227
"УИК №1160",1160,2435,1720,84,22,384,7,1267,7,468,18,457,0,0,26,12,0.0253,80,0.1684,19,0.04,322,0.6779,24,0.0505
"УИК №1161",1161,2012,1500,75,24,331,7,1111,7,403,12,398,0,0,26,7,0.0171,78,0.1902,13,0.0317,280,0.6829,20,0.0488
"УИК №1162",1162,1994,1500,42,21,426,18,1035,18,467,18,467,0,0,26,19,0.0392,85,0.1753,17,0.0351,334,0.6887,12,0.0247
"УИК №1163",1163,1955,1500,112,22,330,13,1067,13,442,11,444,0,0,26,8,0.0176,67,0.1473,14,0.0308,344,0.756,11,0.0242
"УИК №1164",1164,410,600,0,0,392,0,208,0,392,12,380,0,0,26,5,0.0128,37,0.0944,15,0.0383,316,0.8061,7,0.0179
"УИК №1165",1165,2061,1500,49,20,303,17,1151,17,348,25,340,0,0,26,6,0.0164,51,0.1397,12,0.0329,256,0.7014,15,0.0411
"УИК №1166",1166,2258,1600,70,27,332,11,1214,11,402,29,384,0,0,26,13,0.0315,67,0.1622,12,0.0291,279,0.6755,13,0.0315
"УИК №1167",1167,2410,1700,79,28,413,37,1199,37,494,38,493,0,0,26,17,0.032,82,0.1544,17,0.032,362,0.6817,15,0.0282
"УИК №1168",1168,2374,2000,40,14,471,13,1490,13,511,40,484,0,0,26,11,0.021,85,0.1622,8,0.0153,368,0.7023,12,0.0229
"УИК №1169",1169,2442,1720,79,27,446,0,1222,0,525,32,493,0,0,26,10,0.019,72,0.1371,14,0.0267,370,0.7048,27,0.0514
"УИК №1170",1170,2064,1500,43,23,323,2,1155,2,366,27,341,0,0,26,8,0.0217,48,0.1304,13,0.0353,262,0.712,10,0.0272
"УИК №1171",1171,2249,1600,66,18,286,24,1242,24,352,19,357,0,0,26,10,0.0266,44,0.117,14,0.0372,277,0.7367,12,0.0319
"УИК №1172",1172,558,585,63,0,383,96,43,96,446,6,536,0,0,26,0,0,4,0.0074,0,0,531,0.9797,1,0.0018
"УИК №1173",1173,1690,1200,42,16,261,30,883,30,303,19,314,0,0,26,8,0.024,41,0.1231,5,0.015,244,0.7327,16,0.048
"УИК №1174",1174,1984,1500,70,22,327,6,1119,6,392,13,385,0,0,26,11,0.0276,60,0.1508,12,0.0302,283,0.7111,19,0.0477
"УИК №1175",1175,1614,1140,34,17,215,21,887,21,249,14,256,0,0,26,7,0.0259,44,0.163,4,0.0148,191,0.7074,10,0.037
"УИК №1176",1176,1987,1500,68,16,343,2,1103,2,411,21,392,0,0,26,12,0.0291,57,0.138,10,0.0242,296,0.7167,17,0.0412
"УИК №1177",1177,1743,1500,72,10,323,17,1098,17,395,22,390,0,0,26,9,0.0218,58,0.1408,11,0.0267,303,0.7354,9,0.0218
"УИК №1178",1178,2131,1500,56,25,316,12,1141,12,371,17,366,0,0,26,7,0.0183,76,0.1984,10,0.0261,265,0.6919,8,0.0209
"УИК №1179",1179,1022,720,50,13,216,34,433,34,266,8,292,0,0,26,5,0.0167,32,0.1067,9,0.03,238,0.7933,8,0.0267
"УИК №1180",1180,2100,1500,23,7,223,354,907,49,551,27,573,0,0,26,24,0.04,105,0.175,22,0.0367,385,0.6417,37,0.0617
"УИК №1181",1181,2175,1550,400,275,303,20,1102,20,700,27,693,0,0,26,25,0.0347,84,0.1167,30,0.0417,519,0.7208,35,0.0486
"УИК №1182",1182,2304,1620,64,19,433,6,1136,6,497,23,480,0,0,26,12,0.0239,95,0.1889,13,0.0258,350,0.6958,10,0.0199
"УИК №1183",1183,988,700,6,1,194,1,500,1,200,3,198,0,0,26,7,0.0348,39,0.194,6,0.0299,138,0.6866,8,0.0398
"УИК №1184",1184,2237,1560,43,14,405,18,1108,18,448,14,452,0,0,26,16,0.0343,87,0.1867,14,0.03,323,0.6931,12,0.0258
"УИК №1185",1185,1088,760,25,8,218,4,521,4,243,9,238,0,0,26,9,0.0364,52,0.2105,6,0.0243,158,0.6397,13,0.0526
"УИК №1186",1186,1611,1130,41,11,340,3,757,3,380,13,370,0,0,26,8,0.0209,67,0.1749,15,0.0392,269,0.7023,11,0.0287
"УИК №1187",1187,2456,1710,67,20,427,4,1232,4,494,16,482,0,0,26,7,0.0141,109,0.2189,8,0.0161,343,0.6888,15,0.0301
"УИК №1188",1188,1543,1060,41,5,293,5,726,5,334,10,329,0,0,26,14,0.0413,50,0.1475,10,0.0295,244,0.7198,11,0.0324
"УИК №1189",1189,1328,1000,28,6,306,3,669,3,333,6,330,0,0,26,11,0.0327,56,0.1667,10,0.0298,235,0.6994,18,0.0536
"УИК №1193",1193,1088,760,24,11,166,17,564,17,190,3,204,0,0,26,2,0.0097,33,0.1594,7,0.0338,158,0.7633,4,0.0193
"УИК №1194",1194,1947,1400,51,25,400,7,967,7,451,23,435,0,0,26,8,0.0175,89,0.1943,10,0.0218,313,0.6834,15,0.0328
"УИК №1195",1195,1819,1300,50,18,351,9,908,9,400,33,376,0,0,26,11,0.0269,71,0.1736,10,0.0244,268,0.6553,16,0.0391
"УИК №1196",1196,2251,1600,46,30,407,12,1165,12,453,22,443,0,0,26,15,0.0323,119,0.2559,11,0.0237,293,0.6301,5,0.0108
"УИК №1197",1197,1755,1240,38,25,272,13,942,13,310,27,296,0,0,26,7,0.0217,70,0.2167,12,0.0372,200,0.6192,7,0.0217
"УИК №1198",1198,1843,1500,50,33,411,12,1060,12,459,24,447,0,0,26,12,0.0255,98,0.2081,19,0.0403,302,0.6412,16,0.034
"УИК №1199",1199,2192,1540,67,30,486,20,997,20,552,18,554,0,0,26,9,0.0157,120,0.2098,19,0.0332,379,0.6626,27,0.0472
"УИК №1200",1200,1946,1500,51,35,340,7,1137,7,391,16,382,0,0,26,18,0.0452,72,0.1809,12,0.0302,263,0.6608,17,0.0427
"УИК №1201",1201,1640,1160,58,35,325,10,802,10,383,24,369,0,0,26,10,0.0254,83,0.2112,14,0.0356,248,0.631,14,0.0356
"УИК №1202",1202,1908,1500,32,12,403,9,1068,9,435,20,424,0,0,26,5,0.0113,96,0.2162,16,0.036,290,0.6532,17,0.0383
"УИК №1203",1203,1379,1000,27,8,244,8,729,8,271,6,273,0,0,26,5,0.0179,31,0.1111,9,0.0323,219,0.7849,9,0.0323
"УИК №1204",1204,1453,1100,39,15,301,8,767,8,340,9,339,0,0,26,9,0.0259,66,0.1897,10,0.0287,243,0.6983,11,0.0316
"УИК №1205",1205,1313,1000,30,7,293,4,680,4,323,8,319,0,0,26,8,0.0245,39,0.1193,8,0.0245,256,0.7829,8,0.0245
"УИК №1206",1206,2432,1700,54,22,619,18,1031,18,617,53,582,0,0,26,12,0.0189,149,0.2346,30,0.0472,367,0.578,24,0.0378
"УИК №1207",1207,2248,1600,55,25,549,22,999,22,582,45,559,0,0,26,10,0.0166,127,0.2103,19,0.0315,387,0.6407,16,0.0265
"УИК №1208",1208,1591,1120,45,20,327,17,751,17,370,24,363,0,0,26,13,0.0336,84,0.2171,18,0.0465,237,0.6124,11,0.0284
"УИК №1209",1209,1729,1230,53,23,350,16,834,16,403,34,385,0,0,26,8,0.0191,100,0.2387,20,0.0477,245,0.5847,12,0.0286
"УИК №1210",1210,578,765,0,0,361,124,280,124,361,34,451,0,0,26,49,0.101,80,0.1649,47,0.0969,259,0.534,16,0.033
"УИК №1211",1211,1110,800,28,18,186,19,585,19,214,16,217,0,0,26,11,0.0472,47,0.2017,12,0.0515,140,0.6009,7,0.03
"УИК №1212",1212,346,300,11,2,88,10,193,10,99,10,99,0,0,26,0,0,23,0.211,1,0.0092,71,0.6514,4,0.0367
"УИК №1213",1213,2172,1500,104,9,761,3,641,3,865,27,841,0,0,26,26,0.0299,147,0.1694,35,0.0403,594,0.6843,39,0.0449
"УИК №1214",1214,2096,1500,39,16,319,12,1146,12,358,13,357,0,0,26,8,0.0216,61,0.1649,15,0.0405,260,0.7027,13,0.0351
"УИК №1215",1215,2098,1500,27,17,285,11,1194,11,312,11,312,0,0,26,7,0.0217,55,0.1703,13,0.0402,226,0.6997,11,0.0341
"УИК №1216",1216,1948,1500,55,16,364,10,1087,10,418,13,415,0,0,26,25,0.0584,75,0.1752,11,0.0257,289,0.6752,15,0.035
"УИК №1367",1367,1904,1300,121,78,590,7,660,7,711,15,703,0,0,27,14,0.0195,43,0.0599,18,0.0251,613,0.8538,15,0.0209
"УИК №1368",1368,2022,1500,133,77,336,12,1096,12,469,31,450,0,0,27,9,0.0187,78,0.1622,13,0.027,338,0.7027,12,0.0249
"УИК №1369",1369,2055,1500,123,76,324,13,1116,13,458,28,443,0,0,27,15,0.0318,62,0.1316,18,0.0382,331,0.7028,17,0.0361
"УИК №1370",1370,1921,1400,155,103,500,15,833,15,485,28,472,0,0,27,9,0.018,60,0.12,14,0.028,367,0.734,22,0.044
"УИК №1371",1371,1890,1300,96,62,210,1,1055,1,300,33,268,0,0,27,15,0.0498,46,0.1528,12,0.0399,184,0.6113,11,0.0365
"УИК №1372",1372,1472,1100,123,70,236,7,804,7,359,16,350,0,0,27,6,0.0164,47,0.1284,10,0.0273,274,0.7486,13,0.0355
"УИК №1373",1373,1159,900,121,69,196,5,647,5,311,23,293,0,0,27,9,0.0285,39,0.1234,9,0.0285,226,0.7152,10,0.0316
"УИК №1374",1374,1235,1000,136,95,179,10,770,10,220,15,215,0,0,27,11,0.0478,44,0.1913,6,0.0261,143,0.6217,11,0.0478
"УИК №1375",1375,2648,1800,204,102,426,10,1262,10,416,28,398,0,0,27,21,0.0493,90,0.2113,12,0.0282,270,0.6338,5,0.0117
"УИК №1376",1376,1023,800,118,68,203,4,543,4,320,16,308,0,0,27,7,0.0216,51,0.1574,12,0.037,228,0.7037,10,0.0309
"УИК №1377",1377,1591,1100,135,80,350,3,692,3,368,22,349,0,0,27,12,0.0323,41,0.1105,8,0.0216,279,0.752,9,0.0243
"УИК №1378",1378,1889,1400,163,102,273,5,1061,5,434,8,431,0,0,27,18,0.041,62,0.1412,12,0.0273,325,0.7403,14,0.0319
"УИК №1379",1379,2241,1600,169,104,794,10,731,10,953,19,944,0,0,27,14,0.0145,69,0.0717,24,0.0249,822,0.8536,15,0.0156
"УИК №1380",1380,1860,1300,162,101,634,11,594,11,735,18,728,0,0,27,12,0.0161,35,0.0469,5,0.0067,659,0.8834,17,0.0228
"УИК №1381",1381,2063,1500,161,98,354,14,1069,14,515,25,504,0,0,27,14,0.0265,72,0.1361,12,0.0227,375,0.7089,31,0.0586
"УИК №1382",1382,2500,2000,178,111,346,23,1564,23,522,39,506,0,0,27,23,0.0422,69,0.1266,21,0.0385,380,0.6972,13,0.0239
"УИК №1383",1383,2078,1500,151,94,315,10,1118,10,472,25,457,0,0,27,6,0.0124,82,0.1701,14,0.029,337,0.6992,18,0.0373
"УИК №1384",1384,1895,1300,127,73,279,8,959,8,406,21,393,0,0,27,8,0.0193,80,0.1932,11,0.0266,282,0.6812,12,0.029
"УИК №1385",1385,1156,900,107,65,158,4,696,4,265,13,256,0,0,27,10,0.0372,29,0.1078,14,0.052,197,0.7323,6,0.0223
"УИК №1386",1386,2246,1600,160,108,320,11,1217,11,480,47,444,0,0,27,11,0.0224,61,0.1242,17,0.0346,342,0.6965,13,0.0265
"УИК №1387",1387,1802,1300,131,86,276,7,972,7,389,24,372,0,0,27,8,0.0202,51,0.1288,17,0.0429,273,0.6894,23,0.0581
"УИК №1388",1388,1982,1400,152,85,273,4,1056,4,425,23,406,0,0,27,8,0.0186,48,0.1119,11,0.0256,317,0.7389,22,0.0513
"УИК №1389",1389,2455,1800,135,84,290,5,1454,5,423,13,415,0,0,27,14,0.0327,53,0.1238,13,0.0304,319,0.7453,16,0.0374
"УИК №1390",1390,2261,1600,152,83,544,9,978,9,544,25,528,0,0,27,27,0.0488,92,0.1664,22,0.0398,371,0.6709,16,0.0289
"УИК №1391",1391,2299,1600,157,92,242,36,1257,36,378,15,399,0,0,27,9,0.0217,41,0.099,12,0.029,329,0.7947,8,0.0193
"УИК №1392",1392,1998,1500,163,95,615,11,806,11,630,26,615,0,0,27,14,0.0218,49,0.0764,16,0.025,525,0.819,11,0.0172
"УИК №1393",1393,2634,1900,165,96,382,9,1440,9,533,33,509,0,0,27,18,0.0332,75,0.1384,17,0.0314,382,0.7048,17,0.0314
"УИК №1394",1394,2210,1600,149,93,280,15,1249,15,429,29,415,0,0,27,7,0.0158,54,0.1216,16,0.036,318,0.7162,20,0.045
"УИК №1395",1395,1365,1000,119,81,188,4,770,4,307,8,303,0,0,27,6,0.0193,20,0.0643,7,0.0225,260,0.836,10,0.0322
"УИК №1396",1396,1506,1100,121,85,195,8,861,8,317,33,292,0,0,27,8,0.0246,23,0.0708,10,0.0308,243,0.7477,8,0.0246
"УИК №1397",1397,1608,1200,130,84,278,5,871,5,407,36,376,0,0,27,15,0.0364,43,0.1044,8,0.0194,300,0.7282,10,0.0243
"УИК №1398",1398,2427,1800,167,114,1035,19,693,19,1035,49,1005,0,0,27,29,0.0275,63,0.0598,11,0.0104,888,0.8425,14,0.0133
"УИК №1399",1399,1468,900,124,84,217,11,632,11,339,18,332,0,0,27,7,0.02,36,0.1029,8,0.0229,270,0.7714,11,0.0314
"УИК №1400",1400,1564,1400,153,98,273,13,1059,13,416,20,409,0,0,27,10,0.0233,34,0.0793,10,0.0233,346,0.8065,9,0.021
"УИК №1401",1401,2105,1600,167,102,333,10,1192,10,500,30,480,0,0,27,25,0.049,58,0.1137,8,0.0157,368,0.7216,21,0.0412
"УИК №1402",1402,2448,1500,145,96,597,74,780,74,523,15,582,0,0,27,8,0.0134,26,0.0436,6,0.0101,523,0.876,19,0.0318
"УИК №1403",1403,2367,1900,162,90,417,6,1405,6,575,40,541,0,0,27,7,0.012,61,0.105,11,0.0189,439,0.7556,23,0.0396
"УИК №1404",1404,2686,1400,162,91,537,107,685,107,537,18,626,0,0,27,5,0.0078,82,0.1273,16,0.0248,504,0.7826,19,0.0295
"УИК №1405",1405,1663,1200,145,89,228,9,907,9,374,8,375,0,0,27,9,0.0235,42,0.1097,5,0.0131,309,0.8068,10,0.0261
"УИК №1406",1406,2314,1700,159,94,279,10,1346,10,437,20,427,0,0,27,15,0.0336,52,0.1163,5,0.0112,339,0.7584,16,0.0358
"УИК №1407",1407,2778,1600,171,95,354,8,1162,8,517,16,509,0,0,27,5,0.0095,70,0.1333,13,0.0248,408,0.7771,13,0.0248
"УИК №1408",1408,2515,1300,160,95,233,56,946,56,447,28,475,0,0,27,8,0.0159,51,0.1014,8,0.0159,399,0.7932,9,0.0179
"УИК №1409",1409,2316,1700,160,91,278,28,1325,28,437,12,453,0,0,27,5,0.0108,58,0.1247,14,0.0301,367,0.7892,9,0.0194
"УИК №1410",1410,2114,1600,156,103,297,14,1236,14,453,16,451,0,0,27,12,0.0257,49,0.1049,19,0.0407,366,0.7837,5,0.0107
"УИК №1411",1411,662,500,119,79,122,8,330,8,241,6,243,0,0,27,5,0.0201,34,0.1365,7,0.0281,186,0.747,11,0.0442
"УИК №1412",1412,1407,1100,174,92,778,5,235,5,870,11,864,0,0,27,3,0.0034,80,0.0914,4,0.0046,771,0.8811,6,0.0069
"УИК №1413",1413,921,1000,0,0,786,135,79,135,784,2,917,0,0,27,7,0.0076,46,0.0501,12,0.0131,845,0.9195,7,0.0076
"УИК №1867",1867,2556,2000,237,152,585,12,1318,12,822,25,809,0,0,28,9,0.0108,63,0.0755,13,0.0156,620,0.7434,104,0.1247
"УИК №1868",1868,2506,2000,243,149,1569,12,325,12,1569,28,1553,0,0,28,31,0.0196,170,0.1075,15,0.0095,1071,0.6774,266,0.1682
"УИК №1869",1869,2597,2000,219,131,670,6,1236,6,889,38,857,0,0,28,10,0.0112,77,0.086,9,0.0101,657,0.7341,104,0.1162
"УИК №1870",1870,2452,2000,213,133,1124,63,733,63,1337,49,1351,0,0,28,10,0.0071,85,0.0607,28,0.02,988,0.7057,240,0.1714
"УИК №1871",1871,2819,2500,186,103,580,5,1832,5,766,25,746,0,0,28,19,0.0246,65,0.0843,20,0.0259,618,0.8016,24,0.0311
"УИК №1872",1872,2275,2000,177,110,1176,12,745,12,1353,29,1336,0,0,28,10,0.0073,70,0.0513,8,0.0059,1172,0.8586,76,0.0557
"УИК №1873",1873,2028,1500,197,150,384,6,1063,6,579,20,565,0,0,28,5,0.0085,48,0.0821,8,0.0137,408,0.6974,96,0.1641
"УИК №1874",1874,1825,1500,147,86,295,12,1132,12,438,19,431,0,0,28,6,0.0133,25,0.0556,11,0.0244,317,0.7044,72,0.16
"УИК №1875",1875,1648,1500,118,87,292,11,1166,11,410,31,390,0,0,28,6,0.0143,42,0.0998,11,0.0261,275,0.6532,56,0.133
"УИК №1876",1876,2095,1500,233,124,813,31,547,31,1046,29,1048,0,0,28,7,0.0065,37,0.0344,13,0.0121,911,0.8459,80,0.0743
"УИК №1877",1877,2452,2000,215,97,1098,24,760,24,1098,31,1091,0,0,28,42,0.0374,93,0.0829,31,0.0276,762,0.6791,163,0.1453
"УИК №1878",1878,2365,2000,236,103,408,17,1442,17,644,23,638,0,0,28,12,0.0182,50,0.0756,7,0.0106,487,0.7368,82,0.1241
"УИК №1879",1879,2554,2000,214,108,1190,20,684,20,1404,27,1397,0,0,28,48,0.0337,126,0.0885,28,0.0197,1010,0.7093,185,0.1299
"УИК №1880",1880,2455,2000,163,61,1082,10,806,10,1245,32,1223,0,0,28,15,0.012,38,0.0303,20,0.0159,980,0.7809,170,0.1355
"УИК №1881",1881,2390,2000,169,85,1080,8,828,8,1249,32,1225,0,0,28,10,0.008,81,0.0644,5,0.004,1040,0.8274,89,0.0708
"УИК №1882",1882,2435,2000,159,56,1299,12,586,12,1299,12,1299,0,0,28,22,0.0168,67,0.0511,18,0.0137,919,0.701,273,0.2082
"УИК №1883",1883,2734,2500,201,127,1703,8,715,8,1830,23,1815,0,0,28,81,0.0441,158,0.086,29,0.0158,1010,0.5495,537,0.2922
"УИК №1884",1884,2873,2500,183,84,1661,8,732,8,1812,32,1788,0,0,28,37,0.0203,101,0.0555,23,0.0126,1555,0.8544,72,0.0396
"УИК №1885",1885,2381,2000,142,63,1309,10,602,10,1451,58,1403,0,0,28,14,0.0096,112,0.0767,28,0.0192,582,0.3984,667,0.4565
"УИК №1886",1886,1616,1500,86,45,232,8,1219,8,318,21,305,0,0,28,14,0.0429,30,0.092,9,0.0276,218,0.6687,34,0.1043
"УИК №1887",1887,2354,2000,137,90,931,17,1005,17,931,12,936,0,0,28,12,0.0127,83,0.0876,11,0.0116,786,0.8291,44,0.0464
"УИК №1888",1888,2295,2000,143,65,452,13,1457,13,592,19,586,0,0,28,11,0.0182,52,0.086,8,0.0132,446,0.7372,69,0.114
"УИК №1889",1889,1928,1500,146,64,765,11,642,11,911,22,900,0,0,28,15,0.0163,56,0.0607,7,0.0076,767,0.8319,55,0.0597
"УИК №1890",1890,2119,1500,217,117,1220,9,171,9,1220,22,1207,0,0,28,24,0.0195,90,0.0732,12,0.0098,917,0.7461,164,0.1334
"УИК №1891",1891,2240,2000,146,50,974,7,923,7,1120,8,1119,0,0,28,53,0.047,69,0.0612,72,0.0639,732,0.6495,193,0.1713
"УИК №1892",1892,2236,2000,105,47,1108,4,830,4,1213,6,1211,0,0,28,66,0.0542,84,0.069,104,0.0855,771,0.6335,186,0.1528
"УИК №1893",1893,2275,2000,165,114,1251,7,691,7,1416,20,1403,0,0,28,42,0.0295,63,0.0443,42,0.0295,1122,0.7885,134,0.0942
"УИК №1894",1894,2180,2000,156,93,1135,11,791,11,1291,21,1281,0,0,28,11,0.0084,60,0.0461,22,0.0169,1162,0.8925,26,0.0199
"УИК №1895",1895,1921,1500,185,118,1033,5,395,5,1218,22,1201,0,0,28,54,0.0442,175,0.1431,16,0.0131,880,0.7195,76,0.0621
"УИК №1896",1896,1829,1500,76,44,221,2,1245,2,297,14,285,0,0,28,9,0.0301,35,0.1171,11,0.0368,221,0.7391,9,0.0301
"УИК №1897",1897,2459,2000,81,28,1460,3,484,3,1541,20,1524,0,0,28,94,0.0609,158,0.1023,61,0.0395,1081,0.7001,130,0.0842
"УИК №1898",1898,2190,2000,127,38,1312,5,594,5,1307,18,1294,0,0,28,22,0.0168,253,0.1928,23,0.0175,965,0.7355,31,0.0236
"УИК №1899",1899,2053,1500,113,44,1100,3,328,3,1213,31,1185,0,0,28,10,0.0082,85,0.0699,23,0.0189,995,0.8183,72,0.0592
"УИК №1900",1900,1823,1500,291,224,227,3,1203,3,515,11,507,0,0,28,8,0.0154,52,0.1004,11,0.0212,423,0.8166,13,0.0251
"УИК №1901",1901,2548,2000,150,74,1427,22,475,22,1577,43,1556,0,0,28,32,0.02,113,0.0707,25,0.0156,1307,0.8174,79,0.0494
"УИК №1902",1902,1968,1500,104,44,1030,6,404,6,1134,16,1124,0,0,28,20,0.0175,111,0.0974,34,0.0298,878,0.7702,81,0.0711
"УИК №1903",1903,1879,1500,110,46,1103,9,324,9,1213,22,1200,0,0,28,8,0.0065,10,0.0082,7,0.0057,735,0.6015,440,0.3601
"УИК №1904",1904,2074,1500,105,33,1412,12,4,12,1412,28,1396,0,0,28,13,0.0091,167,0.1173,41,0.0288,1075,0.7549,100,0.0702
"УИК №1905",1905,2079,1500,126,54,1052,7,369,7,1027,25,1009,0,0,28,25,0.0242,50,0.0484,7,0.0068,912,0.882,15,0.0145
"УИК №1906",1906,1946,1500,124,71,1131,11,305,11,1255,16,1250,0,0,28,67,0.0529,145,0.1145,17,0.0134,990,0.782,31,0.0245
"УИК №1907",1907,1901,1500,142,75,247,6,1180,6,384,11,379,0,0,28,15,0.0385,36,0.0923,6,0.0154,302,0.7744,20,0.0513
"УИК №1908",1908,2131,2000,109,33,279,0,1645,0,388,15,373,0,0,28,11,0.0284,50,0.1289,18,0.0464,266,0.6856,28,0.0722
"УИК №1909",1909,2452,2000,143,52,335,1,1573,1,478,18,461,0,0,28,21,0.0438,62,0.1294,17,0.0355,339,0.7077,22,0.0459
"УИК №1910",1910,2150,2000,131,58,344,4,1579,4,473,21,456,0,0,28,21,0.044,79,0.1656,10,0.021,329,0.6897,17,0.0356
"УИК №1911",1911,2448,2000,129,50,351,5,1565,5,479,31,453,0,0,28,10,0.0207,62,0.1281,10,0.0207,344,0.7107,27,0.0558
"УИК №1912",1912,2176,2000,124,70,337,34,1575,33,461,16,478,0,0,28,12,0.0243,56,0.1134,18,0.0364,366,0.7409,26,0.0526
"УИК №1913",1913,2591,2000,189,86,1704,9,184,9,1447,18,1438,0,0,28,10,0.0069,66,0.0453,17,0.0117,1329,0.9128,16,0.011
"УИК №1914",1914,2780,2500,187,100,404,4,2005,4,589,28,565,0,0,28,19,0.032,66,0.1113,19,0.032,430,0.7251,31,0.0523
"УИК №1915",1915,2278,2000,159,88,1208,22,699,22,1363,18,1367,0,0,28,27,0.0195,177,0.1278,27,0.0195,1025,0.7401,111,0.0801
"УИК №1916",1916,2168,2000,166,110,1073,21,850,21,1239,25,1235,0,0,28,49,0.0389,172,0.1365,24,0.019,941,0.7468,49,0.0389
"УИК №1917",1917,2505,2000,187,100,1151,2,760,2,1338,25,1315,0,0,28,49,0.0366,73,0.0545,19,0.0142,1154,0.8612,20,0.0149
"УИК №1918",1918,2322,2000,162,95,1247,7,679,7,1409,25,1391,0,0,28,22,0.0155,179,0.1264,34,0.024,1073,0.7578,83,0.0586
"УИК №1919",1919,2211,2000,160,77,300,5,1612,5,460,12,453,0,0,28,11,0.0237,72,0.1548,17,0.0366,326,0.7011,27,0.0581
"УИК №1920",1920,2208,2000,164,121,1143,18,796,18,1297,19,1296,0,0,28,16,0.0122,36,0.0274,12,0.0091,1209,0.9194,23,0.0175
"УИК №1921",1921,943,800,36,22,136,6,644,6,172,6,172,0,0,28,10,0.0562,13,0.073,4,0.0225,134,0.7528,11,0.0618
"УИК №1922",1922,2262,2000,122,89,295,7,1665,7,409,21,395,0,0,28,14,0.0337,41,0.0986,9,0.0216,302,0.726,29,0.0697
"УИК №1923",1923,2448,2000,223,123,1344,6,550,6,1561,29,1538,0,0,28,103,0.0657,115,0.0734,58,0.037,1104,0.7045,158,0.1008
"УИК №1924",1924,2238,2000,203,82,1387,18,474,18,1392,23,1387,0,0,28,69,0.0489,138,0.0979,41,0.0291,1054,0.7475,85,0.0603
"УИК №1927",1927,2462,2000,219,73,348,5,1501,5,565,49,521,0,0,28,24,0.0421,54,0.0947,33,0.0579,380,0.6667,30,0.0526
"УИК №1928",1928,2013,1500,64,48,897,6,581,6,961,31,936,0,0,28,78,0.0807,108,0.1117,79,0.0817,580,0.5998,91,0.0941
"УИК №1929",1929,187,150,66,0,28,0,56,0,94,3,91,0,0,28,1,0.0106,9,0.0957,1,0.0106,80,0.8511,0,0
"УИК №1930",1930,2467,2000,148,112,1597,2,365,2,1527,15,1514,0,0,28,17,0.0111,169,0.1105,54,0.0353,1158,0.7574,116,0.0759
"УИК №1931",1931,2501,2000,222,178,1512,7,437,7,1505,18,1494,0,0,28,10,0.0066,64,0.0423,14,0.0093,1376,0.9101,30,0.0198
"УИК №1932",1932,2437,2000,154,96,397,2,1543,2,551,23,530,0,0,28,9,0.0163,68,0.123,20,0.0362,414,0.7486,19,0.0344
"УИК №1933",1933,2066,1500,286,215,290,3,1136,3,569,20,552,0,0,28,10,0.0175,59,0.1031,14,0.0245,440,0.7692,29,0.0507
"УИК №1934",1934,1163,1000,59,42,142,0,841,0,200,7,193,0,0,28,12,0.06,27,0.135,25,0.125,117,0.585,12,0.06
"УИК №1935",1935,1616,1250,201,176,1115,3,107,3,1112,8,1107,0,0,28,5,0.0045,50,0.0448,15,0.0135,1026,0.9202,11,0.0099
"УИК №1936",1936,1590,1250,120,93,167,2,1054,2,287,9,280,0,0,28,10,0.0346,31,0.1073,10,0.0346,217,0.7509,12,0.0415
"УИК №1937",1937,2371,2000,232,153,1353,0,568,0,1506,36,1470,0,0,28,44,0.0292,132,0.0876,32,0.0212,1190,0.7902,72,0.0478
"УИК №1938",1938,2457,2000,222,175,1301,13,639,13,1523,51,1485,0,0,28,59,0.0384,178,0.1159,44,0.0286,1098,0.7148,106,0.069
"УИК №1939",1939,2390,2000,187,121,1400,8,526,8,1587,24,1571,0,0,28,80,0.0502,184,0.1154,80,0.0502,1132,0.7097,95,0.0596
"УИК №1940",1940,2077,1500,128,90,1287,3,172,3,1415,20,1398,0,0,28,70,0.0494,181,0.1276,85,0.0599,951,0.6707,111,0.0783
"УИК №1941",1941,295,300,152,0,46,76,26,76,198,14,260,0,0,28,5,0.0182,33,0.1204,15,0.0547,199,0.7263,8,0.0292
